area,area_title,occ_code,occ_title,tot_emp,loc_quotient,h_mean,a_mean
33,New Hampshire,45-0000,"Farming, Fishing, and Forestry Occupations",760,0.35,17.01,"35,390"
34,New Jersey,45-0000,"Farming, Fishing, and Forestry Occupations","3,680",0.27,14.74,"30,660"
35,New Mexico,45-0000,"Farming, Fishing, and Forestry Occupations","2,810",1.04,12.25,"25,470"
36,New York,45-0000,"Farming, Fishing, and Forestry Occupations","5,260",0.17,18.05,"37,540"
37,North Carolina,45-0000,"Farming, Fishing, and Forestry Occupations","8,540",0.59,16.03,"33,330"
38,North Dakota,45-0000,"Farming, Fishing, and Forestry Occupations","1,040",0.75,17.56,"36,530"
39,Ohio,45-0000,"Farming, Fishing, and Forestry Occupations","5,060",0.28,15.57,"32,390"
40,Oklahoma,45-0000,"Farming, Fishing, and Forestry Occupations","3,160",0.6,15.21,"31,630"
41,Oregon,45-0000,"Farming, Fishing, and Forestry Occupations","13,220",2.11,16.7,"34,730"
42,Pennsylvania,45-0000,"Farming, Fishing, and Forestry Occupations","7,200",0.37,15.96,"33,200"
44,Rhode Island,45-0000,"Farming, Fishing, and Forestry Occupations",100,0.06,16.95,"35,250"
45,South Carolina,45-0000,"Farming, Fishing, and Forestry Occupations","4,060",0.59,17.45,"36,300"
46,South Dakota,45-0000,"Farming, Fishing, and Forestry Occupations","1,620",1.15,15.08,"31,360"
47,Tennessee,45-0000,"Farming, Fishing, and Forestry Occupations","4,980",0.51,15.1,"31,410"
48,Texas,45-0000,"Farming, Fishing, and Forestry Occupations","23,640",0.59,13.62,"28,320"
49,Utah,45-0000,"Farming, Fishing, and Forestry Occupations","1,250",0.26,14.84,"30,870"
50,Vermont,45-0000,"Farming, Fishing, and Forestry Occupations","1,410",1.39,16.91,"35,180"
51,Virginia,45-0000,"Farming, Fishing, and Forestry Occupations","5,830",0.46,17.42,"36,230"
53,Washington,45-0000,"Farming, Fishing, and Forestry Occupations","20,270",1.88,16.46,"34,240"
54,West Virginia,45-0000,"Farming, Fishing, and Forestry Occupations","1,370",0.59,15.44,"32,110"
55,Wisconsin,45-0000,"Farming, Fishing, and Forestry Occupations","5,610",0.59,16.27,"33,840"
56,Wyoming,45-0000,"Farming, Fishing, and Forestry Occupations",540,0.6,15.68,"32,620"
1,Alabama,47-0000,Construction and Extraction Occupations,"77,840",0.97,20.35,"42,330"
2,Alaska,47-0000,Construction and Extraction Occupations,"17,620",1.36,31.61,"65,750"
4,Arizona,47-0000,Construction and Extraction Occupations,"1,24,470",1.08,21.7,"45,130"
5,Arkansas,47-0000,Construction and Extraction Occupations,"45,190",0.91,18.64,"38,760"
6,California,47-0000,Construction and Extraction Occupations,"6,58,360",0.94,28.67,"59,630"
8,Colorado,47-0000,Construction and Extraction Occupations,"1,40,690",1.3,24.03,"49,990"
9,Connecticut,47-0000,Construction and Extraction Occupations,"50,310",0.74,28.34,"58,950"
10,Delaware,47-0000,Construction and Extraction Occupations,"16,420",0.89,24.72,"51,410"
11,District of Columbia,47-0000,Construction and Extraction Occupations,"13,600",0.46,27.06,"56,290"
12,Florida,47-0000,Construction and Extraction Occupations,"3,93,030",1.11,19.69,"40,940"
13,Georgia,47-0000,Construction and Extraction Occupations,"1,47,410",0.81,20.71,"43,080"
15,Hawaii,47-0000,Construction and Extraction Occupations,"31,940",1.21,33.04,"68,730"
16,Idaho,47-0000,Construction and Extraction Occupations,"41,250",1.42,20.31,"42,250"
17,Illinois,47-0000,Construction and Extraction Occupations,"1,83,960",0.75,32.23,"67,050"
18,Indiana,47-0000,Construction and Extraction Occupations,"1,21,940",0.97,24.19,"50,310"
19,Iowa,47-0000,Construction and Extraction Occupations,"66,840",1.05,22.44,"46,670"
20,Kansas,47-0000,Construction and Extraction Occupations,"57,550",1.02,21.78,"45,310"
21,Kentucky,47-0000,Construction and Extraction Occupations,"70,900",0.91,22.6,"47,020"
22,Louisiana,47-0000,Construction and Extraction Occupations,"1,27,740",1.62,22.26,"46,310"
23,Maine,47-0000,Construction and Extraction Occupations,"26,140",1.05,20.91,"43,490"
24,Maryland,47-0000,Construction and Extraction Occupations,"1,18,520",1.07,24.36,"50,670"
25,Massachusetts,47-0000,Construction and Extraction Occupations,"1,28,570",0.87,30.62,"63,700"
26,Michigan,47-0000,Construction and Extraction Occupations,"1,42,820",0.8,24.67,"51,310"
27,Minnesota,47-0000,Construction and Extraction Occupations,"1,00,510",0.85,28.63,"59,550"
28,Mississippi,47-0000,Construction and Extraction Occupations,"41,250",0.89,19.24,"40,030"
29,Missouri,47-0000,Construction and Extraction Occupations,"1,07,240",0.93,25.76,"53,590"
30,Montana,47-0000,Construction and Extraction Occupations,"28,300",1.48,23.56,"49,010"
31,Nebraska,47-0000,Construction and Extraction Occupations,"43,840",1.09,21.33,"44,360"
32,Nevada,47-0000,Construction and Extraction Occupations,"73,650",1.33,24.5,"50,960"
33,New Hampshire,47-0000,Construction and Extraction Occupations,"22,000",0.82,23.27,"48,390"
34,New Jersey,47-0000,Construction and Extraction Occupations,"1,21,250",0.73,29.92,"62,240"
35,New Mexico,47-0000,Construction and Extraction Occupations,"53,440",1.6,21.32,"44,350"
36,New York,47-0000,Construction and Extraction Occupations,"3,46,320",0.9,31.14,"64,770"
37,North Carolina,47-0000,Construction and Extraction Occupations,"1,67,930",0.93,19.7,"40,970"
38,North Dakota,47-0000,Construction and Extraction Occupations,"33,270",1.94,26.68,"55,500"
39,Ohio,47-0000,Construction and Extraction Occupations,"1,87,630",0.84,24.28,"50,500"
40,Oklahoma,47-0000,Construction and Extraction Occupations,"85,600",1.3,21.72,"45,170"
41,Oregon,47-0000,Construction and Extraction Occupations,"82,790",1.07,26.08,"54,240"
42,Pennsylvania,47-0000,Construction and Extraction Occupations,"2,21,610",0.92,25.52,"53,070"
44,Rhode Island,47-0000,Construction and Extraction Occupations,"16,750",0.84,26.09,"54,260"
45,South Carolina,47-0000,Construction and Extraction Occupations,"83,040",0.98,19.82,"41,220"
46,South Dakota,47-0000,Construction and Extraction Occupations,"22,060",1.27,19.13,"39,790"
47,Tennessee,47-0000,Construction and Extraction Occupations,"96,050",0.79,20.09,"41,790"
48,Texas,47-0000,Construction and Extraction Occupations,"6,29,030",1.26,21.4,"44,510"
49,Utah,47-0000,Construction and Extraction Occupations,"87,750",1.46,21.83,"45,400"
50,Vermont,47-0000,Construction and Extraction Occupations,"13,420",1.07,22.18,"46,130"
51,Virginia,47-0000,Construction and Extraction Occupations,"1,58,230",1,21.89,"45,530"
53,Washington,47-0000,Construction and Extraction Occupations,"1,61,140",1.2,29.23,"60,810"
54,West Virginia,47-0000,Construction and Extraction Occupations,"43,440",1.51,23.31,"48,490"
55,Wisconsin,47-0000,Construction and Extraction Occupations,"1,05,160",0.9,25.9,"53,870"
56,Wyoming,47-0000,Construction and Extraction Occupations,"26,820",2.42,25.16,"52,340"
1,Alabama,49-0000,"Installation, Maintenance, and Repair Occupations","93,170",1.23,22.17,"46,120"
2,Alaska,49-0000,"Installation, Maintenance, and Repair Occupations","17,460",1.42,29.47,"61,300"
4,Arizona,49-0000,"Installation, Maintenance, and Repair Occupations","1,13,160",1.04,22.49,"46,790"
5,Arkansas,49-0000,"Installation, Maintenance, and Repair Occupations","56,970",1.21,20.5,"42,640"
6,California,49-0000,"Installation, Maintenance, and Repair Occupations","5,30,320",0.8,26.13,"54,360"
8,Colorado,49-0000,"Installation, Maintenance, and Repair Occupations","1,01,450",1,24.75,"51,480"
9,Connecticut,49-0000,"Installation, Maintenance, and Repair Occupations","54,330",0.84,27.15,"56,470"
10,Delaware,49-0000,"Installation, Maintenance, and Repair Occupations","16,850",0.97,24.65,"51,260"
11,District of Columbia,49-0000,"Installation, Maintenance, and Repair Occupations","9,640",0.35,28.85,"60,000"
12,Florida,49-0000,"Installation, Maintenance, and Repair Occupations","3,59,250",1.07,20.84,"43,340"
13,Georgia,49-0000,"Installation, Maintenance, and Repair Occupations","1,82,390",1.07,22.47,"46,730"
15,Hawaii,49-0000,"Installation, Maintenance, and Repair Occupations","25,220",1.01,27.12,"56,410"
16,Idaho,49-0000,"Installation, Maintenance, and Repair Occupations","31,110",1.13,21.39,"44,500"
17,Illinois,49-0000,"Installation, Maintenance, and Repair Occupations","2,14,110",0.92,24.52,"50,990"
18,Indiana,49-0000,"Installation, Maintenance, and Repair Occupations","1,31,960",1.11,21.98,"45,720"
19,Iowa,49-0000,"Installation, Maintenance, and Repair Occupations","67,290",1.12,22.69,"47,200"
20,Kansas,49-0000,"Installation, Maintenance, and Repair Occupations","60,260",1.13,22.45,"46,700"
21,Kentucky,49-0000,"Installation, Maintenance, and Repair Occupations","87,420",1.19,22.33,"46,440"
22,Louisiana,49-0000,"Installation, Maintenance, and Repair Occupations","94,350",1.27,22,"45,770"
23,Maine,49-0000,"Installation, Maintenance, and Repair Occupations","25,560",1.09,21.84,"45,420"
24,Maryland,49-0000,"Installation, Maintenance, and Repair Occupations","1,04,250",1,25.26,"52,530"
25,Massachusetts,49-0000,"Installation, Maintenance, and Repair Occupations","1,03,230",0.74,26.86,"55,880"
26,Michigan,49-0000,"Installation, Maintenance, and Repair Occupations","1,71,540",1.02,22.99,"47,810"
27,Minnesota,49-0000,"Installation, Maintenance, and Repair Occupations","1,00,030",0.9,24.04,"50,010"
28,Mississippi,49-0000,"Installation, Maintenance, and Repair Occupations","51,980",1.19,20.82,"43,300"
29,Missouri,49-0000,"Installation, Maintenance, and Repair Occupations","1,12,120",1.03,21.99,"45,740"
30,Montana,49-0000,"Installation, Maintenance, and Repair Occupations","22,190",1.23,22.96,"47,750"
31,Nebraska,49-0000,"Installation, Maintenance, and Repair Occupations","40,870",1.07,22.51,"46,820"
32,Nevada,49-0000,"Installation, Maintenance, and Repair Occupations","51,980",0.99,24.74,"51,450"
33,New Hampshire,49-0000,"Installation, Maintenance, and Repair Occupations","24,560",0.97,24.67,"51,310"
34,New Jersey,49-0000,"Installation, Maintenance, and Repair Occupations","1,37,090",0.87,26.38,"54,860"
35,New Mexico,49-0000,"Installation, Maintenance, and Repair Occupations","32,570",1.03,21.83,"45,400"
36,New York,49-0000,"Installation, Maintenance, and Repair Occupations","3,11,850",0.85,25.75,"53,560"
37,North Carolina,49-0000,"Installation, Maintenance, and Repair Occupations","1,88,380",1.11,22.2,"46,180"
38,North Dakota,49-0000,"Installation, Maintenance, and Repair Occupations","22,710",1.4,26.46,"55,030"
39,Ohio,49-0000,"Installation, Maintenance, and Repair Occupations","2,06,510",0.98,22.45,"46,710"
40,Oklahoma,49-0000,"Installation, Maintenance, and Repair Occupations","76,670",1.24,22.07,"45,900"
41,Oregon,49-0000,"Installation, Maintenance, and Repair Occupations","65,800",0.9,23.51,"48,900"
42,Pennsylvania,49-0000,"Installation, Maintenance, and Repair Occupations","2,37,190",1.04,23.45,"48,770"
44,Rhode Island,49-0000,"Installation, Maintenance, and Repair Occupations","15,730",0.84,24.14,"50,210"
45,South Carolina,49-0000,"Installation, Maintenance, and Repair Occupations","95,050",1.19,21.5,"44,730"
46,South Dakota,49-0000,"Installation, Maintenance, and Repair Occupations","16,950",1.03,22.65,"47,100"
47,Tennessee,49-0000,"Installation, Maintenance, and Repair Occupations","1,27,750",1.11,21.77,"45,290"
48,Texas,49-0000,"Installation, Maintenance, and Repair Occupations","5,20,660",1.11,22.57,"46,940"
49,Utah,49-0000,"Installation, Maintenance, and Repair Occupations","54,980",0.97,22.82,"47,480"
50,Vermont,49-0000,"Installation, Maintenance, and Repair Occupations","11,920",1,22.92,"47,670"
51,Virginia,49-0000,"Installation, Maintenance, and Repair Occupations","1,59,140",1.07,24.3,"50,540"
53,Washington,49-0000,"Installation, Maintenance, and Repair Occupations","1,29,080",1.02,26.59,"55,300"
54,West Virginia,49-0000,"Installation, Maintenance, and Repair Occupations","35,720",1.32,20.67,"42,980"
55,Wisconsin,49-0000,"Installation, Maintenance, and Repair Occupations","1,10,920",1,22.88,"47,590"
56,Wyoming,49-0000,"Installation, Maintenance, and Repair Occupations","17,190",1.64,27.1,"56,360"
1,Alabama,51-0000,Production Occupations,"2,18,860",1.79,17.24,"35,850"
2,Alaska,51-0000,Production Occupations,"10,120",0.51,22.49,"46,790"
4,Arizona,51-0000,Production Occupations,"1,12,060",0.64,18.41,"38,290"
5,Arkansas,51-0000,Production Occupations,"1,18,630",1.56,16.49,"34,310"
6,California,51-0000,Production Occupations,"8,36,260",0.78,19.38,"40,320"
8,Colorado,51-0000,Production Occupations,"1,02,540",0.62,19.71,"40,990"
9,Connecticut,51-0000,Production Occupations,"93,800",0.9,21.99,"45,740"
10,Delaware,51-0000,Production Occupations,"19,760",0.7,18.71,"38,920"
11,District of Columbia,51-0000,Production Occupations,"5,110",0.11,27,"56,150"
12,Florida,51-0000,Production Occupations,"3,08,970",0.57,17,"35,360"
13,Georgia,51-0000,Production Occupations,"3,11,820",1.13,16.83,"35,000"
15,Hawaii,51-0000,Production Occupations,"15,100",0.37,20.29,"42,210"
16,Idaho,51-0000,Production Occupations,"47,760",1.07,17.7,"36,820"
17,Illinois,51-0000,Production Occupations,"4,31,220",1.14,18.85,"39,220"
18,Indiana,51-0000,Production Occupations,"3,88,180",2.02,18.61,"38,710"
19,Iowa,51-0000,Production Occupations,"1,48,650",1.53,18.39,"38,240"
20,Kansas,51-0000,Production Occupations,"1,15,460",1.33,19.37,"40,290"
21,Kentucky,51-0000,Production Occupations,"1,97,030",1.66,18.77,"39,050"
22,Louisiana,51-0000,Production Occupations,"1,05,450",0.87,22.22,"46,210"
23,Maine,51-0000,Production Occupations,"35,900",0.94,19.43,"40,410"
24,Maryland,51-0000,Production Occupations,"80,640",0.48,19.62,"40,810"
25,Massachusetts,51-0000,Production Occupations,"1,52,320",0.68,20.57,"42,790"
26,Michigan,51-0000,Production Occupations,"4,72,680",1.74,19.1,"39,730"
27,Minnesota,51-0000,Production Occupations,"2,14,230",1.19,19.78,"41,140"
28,Mississippi,51-0000,Production Occupations,"1,08,810",1.54,16.92,"35,200"
29,Missouri,51-0000,Production Occupations,"2,07,770",1.18,18.23,"37,920"
30,Montana,51-0000,Production Occupations,"18,030",0.62,19.66,"40,900"
31,Nebraska,51-0000,Production Occupations,"77,460",1.26,18.54,"38,560"
32,Nevada,51-0000,Production Occupations,"51,600",0.61,17.79,"37,000"
33,New Hampshire,51-0000,Production Occupations,"45,500",1.11,19.63,"40,830"
34,New Jersey,51-0000,Production Occupations,"1,71,360",0.67,19.3,"40,130"
35,New Mexico,51-0000,Production Occupations,"27,090",0.53,19.64,"40,850"
36,New York,51-0000,Production Occupations,"3,27,890",0.55,19.74,"41,060"
37,North Carolina,51-0000,Production Occupations,"3,43,450",1.24,17.03,"35,430"
38,North Dakota,51-0000,Production Occupations,"24,130",0.92,20.81,"43,280"
39,Ohio,51-0000,Production Occupations,"4,97,280",1.46,18.81,"39,130"
40,Oklahoma,51-0000,Production Occupations,"1,07,690",1.07,19.16,"39,850"
41,Oregon,51-0000,Production Occupations,"1,18,750",1,19.03,"39,580"
42,Pennsylvania,51-0000,Production Occupations,"3,77,960",1.03,19.21,"39,950"
44,Rhode Island,51-0000,Production Occupations,"30,140",0.99,19.75,"41,070"
45,South Carolina,51-0000,Production Occupations,"1,99,480",1.54,18.75,"39,000"
46,South Dakota,51-0000,Production Occupations,"32,440",1.22,16.76,"34,850"
47,Tennessee,51-0000,Production Occupations,"2,65,850",1.43,17.68,"36,780"
48,Texas,51-0000,Production Occupations,"6,79,950",0.89,19.05,"39,620"
49,Utah,51-0000,Production Occupations,"94,000",1.03,17.96,"37,350"
50,Vermont,51-0000,Production Occupations,"19,630",1.02,19.57,"40,700"
51,Virginia,51-0000,Production Occupations,"1,81,300",0.75,18.45,"38,390"
53,Washington,51-0000,Production Occupations,"1,77,600",0.87,22.86,"47,560"
54,West Virginia,51-0000,Production Occupations,"37,930",0.86,19.51,"40,590"
55,Wisconsin,51-0000,Production Occupations,"3,37,370",1.88,18.72,"38,940"
56,Wyoming,51-0000,Production Occupations,"12,540",0.74,26.61,"55,340"
1,Alabama,53-0000,Transportation and Material Moving Occupations,"1,48,700",1.08,16.1,"33,480"
2,Alaska,53-0000,Transportation and Material Moving Occupations,"22,570",1.01,28.52,"59,320"
4,Arizona,53-0000,Transportation and Material Moving Occupations,"1,71,910",0.87,18.59,"38,660"
5,Arkansas,53-0000,Transportation and Material Moving Occupations,"1,04,850",1.22,16.58,"34,490"
6,California,53-0000,Transportation and Material Moving Occupations,"11,60,680",0.96,19.01,"39,530"
8,Colorado,53-0000,Transportation and Material Moving Occupations,"1,50,880",0.81,20.34,"42,310"
9,Connecticut,53-0000,Transportation and Material Moving Occupations,"97,860",0.83,18.75,"39,000"
10,Delaware,53-0000,Transportation and Material Moving Occupations,"29,680",0.93,16.9,"35,150"
11,District of Columbia,53-0000,Transportation and Material Moving Occupations,"15,630",0.31,22.92,"47,670"
12,Florida,53-0000,Transportation and Material Moving Occupations,"5,44,380",0.89,17.6,"36,600"
13,Georgia,53-0000,Transportation and Material Moving Occupations,"3,85,080",1.24,17.23,"35,830"
15,Hawaii,53-0000,Transportation and Material Moving Occupations,"42,020",0.92,22.81,"47,450"
16,Idaho,53-0000,Transportation and Material Moving Occupations,"45,330",0.91,16.95,"35,250"
17,Illinois,53-0000,Transportation and Material Moving Occupations,"4,99,650",1.18,19.02,"39,560"
18,Indiana,53-0000,Transportation and Material Moving Occupations,"2,69,730",1.25,17.34,"36,080"
19,Iowa,53-0000,Transportation and Material Moving Occupations,"1,19,970",1.1,18.42,"38,320"
20,Kansas,53-0000,Transportation and Material Moving Occupations,"93,920",0.96,18.41,"38,300"
21,Kentucky,53-0000,Transportation and Material Moving Occupations,"1,80,490",1.35,17.79,"37,000"
22,Louisiana,53-0000,Transportation and Material Moving Occupations,"1,48,820",1.1,17.92,"37,280"
23,Maine,53-0000,Transportation and Material Moving Occupations,"36,360",0.85,17.02,"35,400"
24,Maryland,53-0000,Transportation and Material Moving Occupations,"1,64,620",0.87,19.44,"40,430"
25,Massachusetts,53-0000,Transportation and Material Moving Occupations,"1,90,150",0.75,19.48,"40,510"
26,Michigan,53-0000,Transportation and Material Moving Occupations,"2,88,900",0.95,18.35,"38,170"
27,Minnesota,53-0000,Transportation and Material Moving Occupations,"1,77,580",0.87,19.68,"40,930"
28,Mississippi,53-0000,Transportation and Material Moving Occupations,"99,780",1.25,16.01,"33,290"
29,Missouri,53-0000,Transportation and Material Moving Occupations,"1,93,920",0.98,17.66,"36,730"
30,Montana,53-0000,Transportation and Material Moving Occupations,"28,730",0.88,19.11,"39,750"
31,Nebraska,53-0000,Transportation and Material Moving Occupations,"77,940",1.13,18.57,"38,620"
32,Nevada,53-0000,Transportation and Material Moving Occupations,"1,02,160",1.07,18.65,"38,780"
33,New Hampshire,53-0000,Transportation and Material Moving Occupations,"35,650",0.77,17.69,"36,790"
34,New Jersey,53-0000,Transportation and Material Moving Occupations,"3,79,840",1.32,18.3,"38,070"
35,New Mexico,53-0000,Transportation and Material Moving Occupations,"43,110",0.75,17.33,"36,050"
36,New York,53-0000,Transportation and Material Moving Occupations,"5,15,160",0.78,20.66,"42,960"
37,North Carolina,53-0000,Transportation and Material Moving Occupations,"3,23,480",1.04,16.33,"33,970"
38,North Dakota,53-0000,Transportation and Material Moving Occupations,"33,930",1.15,21.77,"45,270"
39,Ohio,53-0000,Transportation and Material Moving Occupations,"4,01,800",1.05,17.08,"35,530"
40,Oklahoma,53-0000,Transportation and Material Moving Occupations,"1,07,070",0.95,17.36,"36,120"
41,Oregon,53-0000,Transportation and Material Moving Occupations,"1,27,520",0.96,19.04,"39,610"
42,Pennsylvania,53-0000,Transportation and Material Moving Occupations,"4,63,430",1.12,17.81,"37,040"
44,Rhode Island,53-0000,Transportation and Material Moving Occupations,"26,830",0.79,17.44,"36,280"
45,South Carolina,53-0000,Transportation and Material Moving Occupations,"1,53,680",1.05,16.29,"33,870"
46,South Dakota,53-0000,Transportation and Material Moving Occupations,"29,810",1,16.72,"34,770"
47,Tennessee,53-0000,Transportation and Material Moving Occupations,"2,77,290",1.32,16.83,"35,010"
48,Texas,53-0000,Transportation and Material Moving Occupations,"8,65,690",1.01,19.12,"39,770"
49,Utah,53-0000,Transportation and Material Moving Occupations,"95,240",0.92,18.11,"37,660"
50,Vermont,53-0000,Transportation and Material Moving Occupations,"16,830",0.78,18.45,"38,380"
51,Virginia,53-0000,Transportation and Material Moving Occupations,"2,37,820",0.88,18.36,"38,200"
53,Washington,53-0000,Transportation and Material Moving Occupations,"2,33,020",1.01,21.35,"44,410"
54,West Virginia,53-0000,Transportation and Material Moving Occupations,"53,700",1.09,17.35,"36,090"
55,Wisconsin,53-0000,Transportation and Material Moving Occupations,"2,09,030",1.04,17.92,"37,270"
56,Wyoming,53-0000,Transportation and Material Moving Occupations,"22,070",1.16,22.17,"46,110"
